Unnamed: 0,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
4352,14-499,Qui souffrirait probablement dans l'Arctique ?,"{'text': array(['un ours polaire', 'un lion', 'un pingouin', 'un morse'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,si une chose vivante devient trop froide alors cette chose vivante mourra,1.0,2.0,7b06152ffc
4353,14-505,Pour détruire des preuves embarrassantes vous pouvez,"{'text': array(['le clober avec une baleine', 'postez-le sur un réseau social',
       'jetez-le dans une poubelle', 'frappez-le dans la lave'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,des températures élevées peuvent provoquer la combustion d'un objet,0.8,1.4,7c933a44d8
4354,14-509,Un monstre gila devra probablement interagir négativement avec,"{'text': array(['arbres', 'aigles', 'escargots', 'requins'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les faucons mangent des lézards,1.0,1.6,b356d338b7
4355,14-510,Quelle est la relation la plus vraie ?,"{'text': array([""faucons Lézards de l'EAT Coléoptères de l'EAT Herbes de l'EAT"",
       ""faucons Ours de l'EAT"",
       ""faucons chats de l'EAT coléoptères de l'EAT air"",
       'ours EAT lézards EAT chevaux EAT herbe'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les faucons mangent des lézards,1.0,2.0,7b06152ffc
4356,14-512,Beaucoup de fer est dans,"{'text': array(['Deuxième couche de la Terre', 'tasses de café', 'le ciel', 'vide'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le manteau est situé juste sous la croûte terrestre,1.0,2.0,7c933a44d8
4357,14-516,La consommation quotidienne de cola élimine les couches de la surface de,"{'text': array(['émail sur molaires', 'cuillères', 'porcelaine', 'la cafetière'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,Un exemple de changement chimique est la dégradation des substances par l'acide,1.0,2.0,dc78319bb0
4358,14-517,Les secondes sont utilisées pour mesurer,"{'text': array(['hauteur', 'passage du temps', 'heure de la journée',
       'secondes de nourriture'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,secondes sont utilisées pour mesurer le temps,1.0,1.2,52dbc5c7af
4359,14-518,Alors que l'éthanol brûle il expulse ce qui dans l'ozone,"{'text': array(['rayonnement', 'éclair', 'CO2', 'azote'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,le biocarburant libère du dioxyde de carbone dans l'atmosphère,0.8,1.8,dc78319bb0
4360,14-521,"Quand les organes d'un humain cessent de fonctionner et qu'il cesse de respirer, cette personne","{'text': array(['va à Mcdonalds', 'péris', 'danses', 'joue'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,si une chose vivante meurt alors cette chose vivante est morte,1.0,2.0,bdb4135787
4361,14-522,Quand le Platypus émerge et que la nouvelle vie dans la poche a été,"{'text': array(['mort', 'nés', 'volant', 'couru'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,si une chose vivante meurt alors cette chose vivante est morte,1.0,1.0,52dbc5c7af
4362,14-524,La topographie de notre seul satellite naturel est,"{'text': array(['lisse', 'fait de fromage', ""plein d'or"", 'montagneux'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la surface de la lune contient des hauts plateaux,0.8,1.8,dc78319bb0
4363,14-527,Une chose qui est un producteur dans la chaîne alimentaire est le plus susceptible d'être,"{'text': array(['calmars', 'trèfle', 'souris', 'faucon'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le producteur est une sorte de rôle dans la chaîne alimentaire,0.8,1.6,b356d338b7
4364,14-528,Jerry a remarqué que son chien laissait beaucoup plus de fourrure sur son canapé qu'il ne l'avait fait un mois plus tôt. Peut-être parce que,"{'text': array([""les saisons changent d'automne à hiver"",
       'le chien est une race sans cheveux',
       ""les saisons changent d'hiver au printemps"", 'la lune est pleine'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,certains animaux versent de la fourrure par temps chaud,1.0,2.0,3f32b550f3
4365,14-529,En mai J'ai un chat noir que pourrais-je porter ?,"{'text': array(['violet foncé', 'jaune', 'gris foncé', 'noir'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,certains animaux versent de la fourrure par temps chaud,0.8,1.0,cee82219a0
4366,14-534,La fonte des glaces s'érode,"{'text': array(['nuages', 'végétaux', 'granit', 'rivières'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,l'eau provoque le plus d'érosion du sol et des roches,0.8,1.6,7c933a44d8
4367,14-537,Pourquoi quelque chose serait bleu ?,"{'text': array([""il reflète la même longueur d'onde que le feu"",
       ""il reflète la même longueur d'onde que le charbon"",
       ""il reflète la même longueur d'onde que le soleil"",
       ""il reflète la même longueur d'onde que la mer""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si un objet est bleu alors cet objet ne reflète que la lumière bleue,1.0,2.0,7b06152ffc
4368,14-538,si deux forces égales dans des directions opposées agissent sur un objet alors cet objet restera où?,"{'text': array([""360 degrés d'écart"", 'en face', 'fractionné', 'entre eux'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si deux forces égales dans des directions opposées agissent sur un objet alors cet objet restera au même endroit,0.8,1.8,1e6dc77bb6
4369,14-539,"L'air souffle aussi d'est et d'ouest, la balle fera quoi ?","{'text': array([""Déplacer vers l'est"", ""Déplacer vers l'ouest"",
       'Déplacer vers le nord', 'Ne bougez pas'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si deux forces égales dans des directions opposées agissent sur un objet alors cet objet restera au même endroit,1.0,2.0,6fcf2544e8
4370,14-540,Lequel des éléments suivants peut effectuer la photosynthèse?,"{'text': array(['une guêpe volante', 'un guépard rapide', 'saleté humide',
       'une tulipe jaune'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,cellules végétales peuvent effectuer la photosynthèse,1.0,2.0,a7bc639ed3
4371,14-541,La cellule d'une plante lorsque la photosynthèse peut le plus exiger,"{'text': array(['accès à un espace sans toit', ""un vide complet dans l'espace"",
       'une chambre avec des fenêtres noircies', 'sous-sol noir'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,cellules végétales peuvent effectuer la photosynthèse,1.0,2.0,b356d338b7
4372,14-543,Une poulie est utilisée pour soulever quoi sur un mât ?,"{'text': array(['chemises', 'cartes rouges', 'symboles nationaux',
       'sous-vêtements'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,une poulie est utilisée pour soulever un drapeau sur un mât,1.0,1.8,1e6dc77bb6
4373,14-545,Les explosions peuvent nuire à quoi?,"{'text': array(['nuages', 'ondes radio', ""d'une largeur n'excédant pas 10 mm"",
       ""débit d'air""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les explosions peuvent nuire à un organisme,0.8,1.6,1e6dc77bb6
4374,14-546,Qui est le plus susceptible de nuire à un organisme?,"{'text': array(['cookies', 'boire', 'manger', 'une explosion de voiture'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les explosions peuvent nuire à un organisme,1.0,2.0,7b06152ffc
4375,14-549,"Si vous avez raté la lune montante aujourd'hui, vous devrez attendre jusqu'à quand la revoir","{'text': array(['30 ans', '10 mois', '10 minutes', '24 heures'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la lune se lève une fois par jour,1.0,2.0,dc78319bb0
4376,14-551,Toutes les plantes d'une région sont mortes d'un incendie. Pourquoi les carnivores comme les renards seraient - ils moins abondants?,"{'text': array(['les loups ont quitté la zone',
       ""les renards s'ennuyaient sans arbres vivants pour grimper"",
       'les renards ne mangent normalement que des plantes',
       'les lapins et les souris de la région avaient besoin des plantes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"alors que l'approvisionnement en nourriture dans un environnement diminue , la population d'animaux dans cet environnement diminuera",1.0,2.0,3f32b550f3
4377,14-552,Qui n'a besoin que d'eau clairsemée?,"{'text': array(['poissons', 'grenouilles', 'baleines', 'des chuckwallas'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,certains lézards vivent dans des habitats désertiques,1.0,1.8,7c933a44d8
4378,14-553,Une tempête se déplaçant sur la terre déversera plus de pluie sur une,"{'text': array(['prairie', 'zone sablonneuse', 'arctique', 'désert'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,certains lézards vivent dans des habitats désertiques,1.0,1.4,52dbc5c7af
4379,14-554,Quel est l'effet de l'érosion sur une rivière?,"{'text': array(['Volume supplémentaire', 'inchangé', 'Séchage', 'Moins Volume'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,l'érosion fait qu'une rivière devient plus profonde et plus large,0.8,1.6,42b054b84e
4380,14-555,L'érosion peut faire une source de H2O,"{'text': array(['reste exactement le même', 'rester statique dans le temps',
       'étalonner à partir de sa capacité précédente',
       'commencer à accueillir des oiseaux sous-marins'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,l'érosion fait qu'une rivière devient plus profonde et plus large,0.8,1.8,b356d338b7
4381,14-557,"Avec la diminution de la taille de l'Antarctique, Fidji","{'text': array(['partie', 'mieux pour la pêche', 'plus riche', 'plus froid'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"à mesure que le niveau d'eau augmente, la quantité de terres disponibles diminuera",1.0,2.0,dc78319bb0
4382,14-558,Quel est le facteur le plus probable pour l'augmentation de l'espace océanique disponible?,"{'text': array(['glaciers se refroidissant largement',
       'les glaciers deviennent beaucoup plus chauds',
       ""l'espace terrestre est multiplié par dix"",
       'la réduction des terres au fil du temps en raison du froid'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que le niveau d'eau augmente, la quantité de terres disponibles diminuera",0.8,1.6,7b06152ffc
4383,14-559,Un nouveau qui se produit une fois tous les 3 mois?,"{'text': array(['ville', 'terme climatique', 'colline', 'vague'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une nouvelle saison se produit une fois par trois mois,0.8,1.8,1e6dc77bb6
4384,14-564,"Une chose avec les cellules va se développer, mais d'abord nécessite","{'text': array(['renouvelables', 'maquereau', 'sucreries', 'nourriture'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une chose vivante nécessite des nutriments pour grandir,1.0,2.0,b356d338b7
4385,14-565,Une chose vivante nécessite quoi pour grandir ?,"{'text': array(['appui', 'nutriment', 'jouets', 'plastique'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une chose vivante nécessite des nutriments pour grandir,1.0,1.4,1e6dc77bb6
4386,14-566,Ce qui peut être complètement cambriolé,"{'text': array(['vapeur et pluie', 'pâte et gâteau', 'bois et cendres',
       'aliments et excréments'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,un changement de phase est quand la matière change d'un état à un autre état,1.0,1.6,7c933a44d8
4387,14-567,Qu'est-ce qu'un trèfle à quatre feuilles a besoin de se nourrir?,"{'text': array(['Irlandais', 'chance', 'le soleil', 'ibex'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"la photosynthèse signifie que les producteurs convertissent du dioxyde de carbone, de l'eau et de l'énergie solaire en aliments pour eux-mêmes",1.0,2.0,7c933a44d8
4388,14-568,Les scientifiques s'efforcent de mettre au point des microbes qui peuvent survivre à l'excès d'électricité et au CO2 pour produire,"{'text': array([""produits biologiques, tels que le méthane, l'acétate et le butanol, en tant que biocarburants économiques"",
       ""moins d'électricité et plus de CO2"",
       'énergie solaire et biocarburants dans le laboratoire',
       'moins de biocarburants comme le butanol et moins de CO2'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"la photosynthèse signifie que les producteurs convertissent du dioxyde de carbone, de l'eau et de l'énergie solaire en aliments pour eux-mêmes",1.0,1.4,5ac34b743b
4389,14-569,Quelle est l'utilisation des organismes conservés dans les roches sédimentaires?,"{'text': array(['vêtements', 'eau', 'produits alimentaires', 'carburant'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les organismes peuvent être conservés dans les roches sédimentaires,1.0,2.0,597e8fde0e
4390,14-571,"Dans le monde naturel, le camouflage est utilisé par les animaux","{'text': array(['se démarquent parmi leurs piliers', ""éviter d'être un repas"",
       'look élégant pour les autres', 'rester au chaud en hiver'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,camouflage est utilisé pour se cacher par les animaux contre les prédateurs,1.0,2.0,3f32b550f3
4391,14-572,Les plantes utilisent l'eau pour,"{'text': array(['douleur cardiaque', 'émotions', 'copains', 'prix'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les sucres sont transportés des feuilles aux racines d'une plante,0.8,1.2,cee82219a0
4392,14-573,"Avec des rafales de vent et des ciels verts, vous devriez emballer","{'text': array(['clubs de golf', 'un panier de pique-nique', 'une tige de foudre',
       'un parapluie'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si le temps est orageux alors il y a plus de chance de pluie,0.8,1.6,dc78319bb0
4393,14-574,Vos vêtements seront probablement trempés si le ciel est,"{'text': array(['ensoleillé sans nuages', 'bleu clair', 'noir', 'clair'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,si le temps est orageux alors il y a plus de chance de pluie,0.8,2.0,7c933a44d8
4394,14-575,Quelle lumière du soleil arrive en dernier temps?,"{'text': array(['Uranus', 'Mars', 'Pluton', 'Terre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,pluto n'a pas dégagé son orbite,1.0,1.0,52dbc5c7af
